,psdalpha_1,psdbeta_1,psdgamma_1,psdalpha_2,psdbeta_2,psdgamma_2,psdalpha_3,psdbeta_3,psdgamma_3,psdalpha_4,psdbeta_4,psdgamma_4,psdalpha_5,psdbeta_5,psdgamma_5,psdalpha_6,psdbeta_6,psdgamma_6,psdalpha_7,psdbeta_7,psdgamma_7,psdalpha_8,psdbeta_8,psdgamma_8,psdalpha_9,psdbeta_9,psdgamma_9,psdalpha_10,psdbeta_10,psdgamma_10,psdalpha_11,psdbeta_11,psdgamma_11,psdalpha_12,psdbeta_12,psdgamma_12,psdalpha_13,psdbeta_13,psdgamma_13,psdalpha_14,psdbeta_14,psdgamma_14,Valence,Arousal,Dominance
0,-0.1376074726594759,-0.1372384365028397,-0.1169967156270169,-0.0806119656499463,-0.0811178554259053,-0.1087730656595907,-0.146682863755385,-0.1829290609801098,-0.2297714676791835,-0.2737788208613997,-0.2739623172967751,-0.3396066808994958,-0.35307229591202,-0.363767088525584,-0.3027404520009422,-0.0500147451689949,-0.0659060171577394,-0.0662766887691994,-0.2047069070314423,-0.2058915505085999,-0.1633820454177966,-0.2077219685910937,-0.2028377700817429,-0.2142846067339104,-0.2020897907327145,-0.2020938958295678,-0.2245483577143904,-0.2056720516595266,-0.203274704636911,-0.1745703609570073,-0.2393323232721019,-0.2376043085441596,-0.1748142782786968,-0.2727963186534919,-0.2790337775842843,-0.2756212148826678,-0.2431771719237081,-0.2428288926827332,-0.2329581335081073,-0.2195885197597339,-0.2196927448860307,-0.2224784454270979,1.0,0.0,0.0
1,-0.1391735798468682,-0.1386852184627637,-0.1175989555213762,-0.0962071791779785,-0.096337867740402,-0.110292889068247,-0.1190514125278936,-0.1041697230111034,-0.0911781792205012,-0.1326521899584915,-0.1318828510404278,-0.2750076164604345,-0.2187943418056341,-0.2222187814839694,-0.1989751055357919,-0.2119300367147529,-0.2049369731261563,-0.1445345068484069,-0.1690871324478376,-0.1702862486592905,-0.215725905312447,-0.1479275506689332,-0.1459040186231991,-0.1616710500241495,-0.1664898225212328,-0.1579889842110778,-0.1379333494655367,-0.1469886822993608,-0.1449023859925361,-0.1349612732398446,-0.1836065874058273,-0.1990856847847679,-0.2202491427723587,-0.1905186724148734,-0.1780082445561465,-0.1676821165138889,-0.197810005506266,-0.2035976573096469,-0.20967563179512,-0.2000443673223751,-0.200145536233104,-0.2069110063480023,0.0,0.0,0.0
2,-0.1276896093523369,-0.1275385294632894,-0.1104195617072358,-0.1012030414552227,-0.101259039692132,-0.0983809038417938,-0.1057648962415363,-0.1056988379985057,0.0422090142525053,-0.1625924910875282,-0.1622183893339316,0.0253835079405647,-0.2566132668790994,-0.2621805884659122,0.0075548452210473,-0.1564368425901967,-0.1523126165590244,-0.0576595372692787,-0.1772237690867189,-0.1784606663135681,-0.1386748232432141,-0.1731267921729102,-0.1699282672558019,-0.1013389847595113,-0.1404794441911573,-0.1083241210586943,0.0140334592490678,-0.1643018149549831,-0.1621613846537805,-0.0843640713093746,-0.1670936762692408,-0.166828583307227,-0.0871273271290141,0.0236066999277928,0.0236909016920899,0.0188269421598483,-0.2102560345565088,-0.2097778445144142,-0.1652216154251298,-0.1501809777040716,-0.150376992368299,-0.0711932455713131,1.0,1.0,1.0
3,-0.1589718991940044,-0.1581229310987329,-0.1311114111632172,-0.1006736304549961,-0.1007390001658017,-0.0979637733040956,-0.0696293696958993,-0.0307752796894806,-0.0037931935462104,-0.1640882789573819,-0.1637051446405107,-0.0527542050512294,-0.3054915386949341,-0.3136521065286971,-0.2192970430998417,-0.1142289367683865,-0.1065834130298793,-0.0856924830290332,-0.1907724333202647,-0.1919810713614994,-0.1602364418231124,-0.1870847927290512,-0.1832041650220345,-0.164320016507806,-0.1815653012195809,-0.1811669484855078,-0.0957384971724377,-0.1857479330256941,-0.1834722477578202,-0.1562287380857053,-0.2077940884384908,-0.2067002242386583,-0.1242701232077429,-0.0786134768979009,-0.0783062261158316,-0.0788095456350764,-0.2310143151768611,-0.2306174673072526,-0.195013626690702,-0.1935501936701191,-0.1936874766641917,-0.158883403230521,1.0,0.0,0.0
4,-0.1104804103470798,-0.1107125052395153,-0.0990310002916091,-0.111505713073729,-0.1113372569407651,-0.0890508305752274,0.0496506329049782,0.0500123997173689,0.0549752840284348,-0.1200925678214873,-0.119508859566286,0.0087257256515928,-0.0747648363871301,-0.0706719085009094,-0.1456351588079753,-0.0790996936927509,-0.0789088315124524,-0.0691362919507655,-0.1024216123626553,-0.1038055763101242,-0.1434383693350632,-0.1167118632351888,-0.1162673054459169,-0.1378696705007059,0.0645019560922292,0.0586199718370471,-0.0669511958173784,-0.0890661697636767,-0.0873951830078519,-0.0916815856430871,0.0076297354525407,0.0043302289490942,-0.096444293348715,-0.0287102070324526,-0.0284547004372198,-0.0308011414375899,-0.1457324018988624,-0.1450068696002711,-0.1864697697203376,-0.016868088462008,-0.0172552848083668,-0.1169125649906872,1.0,1.0,1.0
5,-0.1261468153062093,-0.1260003272751647,-0.1092441336468889,-0.0550033646213376,-0.0370642960835928,0.263193348025778,2.1547270450064664,2.162218935994668,2.196225925186152,0.918672244066853,1.2126585129580796,1.962720753665285,0.4427318728225348,0.4759076057373796,0.4461704272863223,1.812368779281324,1.8333367655140853,1.1084425361136565,0.2991642879538307,0.2979548609033288,0.2847199135704433,0.1194790399382154,0.1090021996480203,0.0986779421566507,0.5247065167360652,0.5402167175687645,0.6227228403958204,0.1192233853997696,0.1202120822662152,0.1115809834833668,0.6495627136714676,0.6348416194936419,0.5569281332224344,2.8055055269820204,2.8076039233177785,2.718896620391357,0.0079618175094123,0.0097498971648101,0.0181506959866634,0.2492004077303364,0.2493233425210183,0.2396412376324196,0.0,0.0,1.0
6,-0.1304715687451177,-0.1301892249380383,-0.1119031143652044,-0.1016543027261809,-0.1016797364862641,-0.0923172546159765,0.0389136735162277,0.0552313003276992,0.037231321527935,-0.1050661014463383,-0.1041986767281206,-0.0916105528276748,-0.1829380896012684,-0.1844686484295457,-0.177190148251751,-0.1069684270979805,-0.0981903717577983,-0.0899775775396387,-0.1448056670551751,-0.1460487450886108,-0.1761444093697116,-0.1387720533822931,-0.1372025511453451,-0.1470004625652192,-0.0390231693535881,-0.0509053785438082,-0.0915258466895897,-0.1270250592194026,-0.1250657683579473,-0.1223375980215664,-0.0709323983446889,-0.0730040248300296,-0.143755613016807,0.1660480764659402,0.1881409965011483,0.1476786447865557,-0.1724410433906386,-0.1755610219260463,-0.1960862513335908,-0.0981879950735461,-0.0983809728263069,-0.1371663687584794,1.0,1.0,1.0
7,-0.1216594061396655,-0.1216497583879082,-0.1266550538085732,-0.1364395574228622,-0.138271225092404,-0.1362157831451642,-0.3541543267349225,-0.3543543217086785,-0.3515550800430376,-0.4763083806309128,-0.4869904221101698,-0.4623198641707906,-0.3881743589324581,-0.4067157715203884,-0.3442368338798514,-0.318495007088984,-0.3062692936663841,-0.2050622691706829,-0.2516843351592622,-0.2537331152692257,-0.2615528483941693,-0.2294403214096181,-0.2253662216412552,-0.2261502786032292,-0.2799172857883937,-0.2814466122592041,-0.2775062844911367,-0.2104195976442095,-0.2118712387966176,-0.1915478559862848,-0.3070248574457282,-0.3068845294884476,-0.2975733665837521,-0.3792337519000828,-0.3786218346230863,-0.3678853263515999,-0.2564288216157029,-0.2561379503611921,-0.2518985460633744,-0.2389687252511497,-0.241634938236038,-0.2474896445329199,0.0,0.0,1.0
8,-0.191232707872126,-0.189655724652743,-0.1551776160802775,-0.100949679858336,-0.1092090681562051,-0.1332189857385537,-0.3007019922096127,-0.3007440553836024,-0.2972939268225817,3.352931197782524,2.739817713119832,-0.1516759075054791,1.3196864380927054,1.1016707626362152,-0.2050556889383091,-0.2970179644291634,-0.2897202962007307,-0.1960458526967112,0.8297272313492302,0.6509616340048263,-0.1652126219394944,0.5095351976556617,0.3641251514283004,-0.1671952630045124,1.1963975873162758,0.978135058393366,-0.1340536439411749,0.525902450323847,0.4018219132081708,-0.1344515497134103,2.0399407699481547,1.6210196733323592,-0.1096544147769054,-0.3155944434677967,-0.3148507366870325,-0.3056532936691357,0.2599858728390357,0.1778237086108708,-0.2058052568809202,0.7844358413276065,0.6154275073919105,-0.1601483854849497,0.0,0.0,0.0
9,-0.1157082653149625,-0.1062088557338087,-0.0919424192242868,-0.0879629330105318,-0.0844975286753479,-0.083436850309814,-0.181341275364274,-0.1702702674308637,-0.1600286645621981,-0.3889732751395611,-0.3897083653560754,-0.3506360622177366,-0.2906076168343117,-0.2896502422118105,-0.2267168072777061,-0.2140373353609781,-0.2069354440674538,-0.1457133749299144,-0.1921948388266075,-0.1893392038013834,-0.195342593166796,-0.1773095680083206,-0.1702550811533484,-0.1692439692795202,-0.1419929667167081,-0.1407897112507186,-0.1242630914278982,0.6098781668112537,0.5993610412958679,0.1099268142898407,-0.1866194123357494,-0.177761891659235,-0.1760214828202727,-0.2222128114156899,-0.2115520606563255,-0.2011508470555543,-0.2140780127296035,-0.2136004032532774,-0.2089314983395335,-0.2368702799605301,-0.2369419279178848,-0.2408883718121883,1.0,0.0,1.0
10,-0.0607542600152255,-0.0623326168045627,-0.0669661154695274,-0.1219338230549635,-0.1215354369823113,-0.1141921723546677,-0.080063022372862,-0.0771920998423069,-0.0731684309779382,-0.1333853016460219,-0.134938631745086,-0.2764860844322225,-0.3157822394589598,-0.3218201580376921,-0.2346968236128254,-0.1562731769518271,-0.1524416110610654,-0.118515029164332,-0.1063434473352324,-0.0988786836047946,-0.1050453543651112,0.0514037915752701,0.0436624108616284,0.0336152702651675,-0.1670175707907832,-0.1663122641046892,-0.1204521851031851,-0.1883120703216257,-0.1829321542218214,-0.1370763587965074,-0.0457270126661267,-0.047881363884704,-0.0634526296655317,-0.0846332539692866,-0.0843223108689427,-0.0846845973172617,-0.222893030268588,-0.2224628291672513,-0.2179258295903418,-0.1233621956863286,-0.1235703909553868,-0.1296648956518892,1.0,0.0,0.0
11,-0.1598322478434239,-0.1587682563911892,-0.1309359918104319,-0.0931710779300433,-0.0933856383162725,-0.0921504354121364,-0.2205089228397109,-0.2311323257498201,-0.2285485459801809,-0.0362515524840057,-0.0375284200363768,-0.0890717911619656,0.040703633529866,0.0422708738708699,-0.1398522457233216,-0.0489452302713454,-0.0523540066482402,-0.079325892435941,-0.1472044774306209,-0.1483571418802924,-0.156934997503539,-0.1415475325897699,-0.1411892759003614,-0.1691197216315628,-0.1028318743739221,-0.1012752268318649,-0.0895685499815855,1.826050575867616,1.6492010122061078,0.4661154947562043,-0.1544814952905483,-0.1544350776717669,-0.159421768782846,-0.0813342309254583,-0.102557346438752,-0.1113233029448322,-0.2152585154761788,-0.2147919028584855,-0.2101619436675955,-0.174256939597312,-0.1742687459565438,-0.1787993599318294,1.0,0.0,1.0
12,-0.0698932219267846,-0.0706979242961924,-0.0708662425475587,-0.0644824888202328,-0.0653221264868889,-0.070277499544331,0.0663115925991175,0.0666581408113027,0.0712769327501804,-0.1857985580428666,-0.1838193725342579,-0.1841279398569482,-0.1965060141415011,-0.1988151735599953,-0.1711401332322352,-0.1716568182999085,-0.1686335836073083,-0.1292102508446382,-0.0183043553841933,-0.0190158981396336,-0.0268543943193448,-0.2122997939607637,-0.2088747314856392,-0.2083838089631546,-0.1340061175920583,-0.1316305258486209,-0.1211427868483153,-0.1444144750504011,-0.1423781068439884,-0.1202692468279648,-0.1548626255154575,-0.1548129418013443,-0.1597488063361557,-0.0704031351214202,-0.070131624680025,-0.0712237898205262,-0.1931010336175703,-0.1925434413211878,-0.1877338672722227,-0.1673757266361655,-0.1675135902528867,-0.172698511472957,1.0,0.0,0.0
13,-0.2125622735280217,-0.2105192933584024,-0.1665741124713167,-0.1098453178070255,-0.1097084024670719,-0.10495796563934,-0.0479892298564844,-0.0482448984448767,-0.0421742333737081,-0.086993023660441,-0.0878975037360407,-0.1533176450216671,-0.2450387437722368,-0.2629556076596919,-0.2517711962561921,-0.1812230972752726,-0.1749123401865309,-0.1372847032926137,-0.1242883542842327,-0.1254435115611107,-0.134250972652988,-0.1743870949701157,-0.1714112574084547,-0.1716926913969103,-0.143593035174439,-0.141521709742516,-0.1355501099579834,-0.1743304427236643,-0.1721117813388737,-0.1462183654202823,-0.1721668951503555,-0.1717937291723903,-0.1751987181748414,-0.1539736182821904,-0.1535301859777303,-0.1508437443464307,-0.232000615823381,-0.2316045943282329,-0.2271273697619975,-0.1230018180263976,-0.1232487438197214,-0.1295195819512355,0.0,0.0,0.0
14,-0.150073586647897,-0.1492076827624375,-0.1243920829407238,-0.102449839344697,-0.1024703167687456,-0.0992672932651172,-0.0362212623389049,-0.0384915578533049,-0.0907851915486824,-0.0198557071615793,0.0158595957316928,0.4764783381522406,-0.3071520347495066,-0.3154132792070286,-0.2538438373620809,-0.1500430750874767,-0.1464909582078035,-0.0887620909645254,-0.1244635626418854,-0.1257101241446745,-0.1349236570719319,-0.1557822900755499,-0.1531591960832421,-0.1550064311092524,-0.1518124101677091,-0.1513906062514027,-0.1247090600248952,-0.1311142870686059,-0.1365394793279485,-0.1336385400671949,-0.1380629470167707,-0.1383636098795281,-0.1450337554398809,-0.1366675241922698,-0.1363261334169256,-0.1347205791794527,-0.2072116686083414,-0.2067211819502686,-0.2020747198170139,-0.1581242080275699,-0.1582920141331892,-0.1637352270999277,0.0,1.0,1.0
15,-0.1663238079631992,-0.1648651036799384,-0.1349758604029808,-0.1231237874932257,-0.1226977407947537,-0.1150968194259086,0.9841809126732926,1.0757296481504937,2.139148821069917,-0.1766986478017688,-0.1523103061040601,0.1493839853839892,-0.1366351038051341,-0.1357830894629654,-0.0960599157745765,-0.1531846031003898,-0.1503686948863153,-0.10448886087822,-0.1712870442610825,-0.1725119021870658,-0.1811870317000285,-0.1831325614090695,-0.1789140400191584,-0.1689871611011137,-0.1411112331324301,-0.1406603358862916,-0.1464864958911352,-0.1756939354607803,-0.1734753950421598,-0.1474465816528577,-0.2101862541446771,-0.2090377584883239,-0.2086699040361337,-0.1334198289343588,-0.1330251581341929,-0.1314700502545771,-0.2102412694237934,-0.2097533083087,-0.2050755213249603,-0.1867202152143399,-0.186849114209165,-0.1917317575751963,0.0,0.0,0.0
16,-0.1234798972204559,-0.1231588206196551,-0.1066115110954872,-0.0842692011438507,-0.0846749089691861,-0.0853447824767449,-0.0258314769411319,-0.0254665436638351,-0.0204066582328961,0.0013389483330905,0.0382836261563679,0.1293054069040778,-0.2008061385777604,-0.2033593176831775,-0.1554203727834813,-0.1445197149102851,-0.1423326238503573,-0.0827415188178344,-0.1098452801871495,-0.1112046699357227,-0.1210058375268483,-0.17072864295911,-0.1626330613271839,-0.1442131212099997,-0.1522679486781186,-0.1516481840454712,-0.1344530658165485,-0.1817394037887396,-0.1794858394878425,-0.152722263413459,-0.163537207806538,-0.1632960584069745,-0.1673588826109887,-0.1824190731107572,-0.1820085875836931,-0.1787337242569245,-0.2137255921442017,-0.2132472523313488,-0.2085671823843102,-0.1352391779655828,-0.1354464026571731,-0.1413750040814926,0.0,0.0,1.0
17,-0.1636162952258507,-0.1628159223703412,-0.1347487148094256,-0.1071195145762351,-0.1070395533420515,-0.1028609292746736,-0.1187736427015862,-0.1187274702549302,-0.1151775240491772,-0.1930238458965758,-0.2187650234777492,-0.3275544934115222,-0.2684463393510058,-0.2746101893344765,-0.2179026508669964,-0.1223515553143328,-0.1210956511671004,-0.0853468250189919,-0.2255768965879557,-0.2267208039717565,-0.2345258212235597,-0.1753950798603343,-0.1720804568723394,-0.1731361498265268,-0.1625531363556461,-0.1620753088288226,-0.1126628548623912,-0.1615445353039282,-0.1594026076201772,-0.1351313717058134,-0.2101404371199432,-0.2089904365129476,-0.2086300673550215,-0.2384682187420804,-0.2379927549132989,-0.2325816118988269,-0.2435177135334283,-0.2431666801471769,-0.2387833393192827,-0.1752056579075727,-0.1754912565670157,-0.1812275544369392,0.0,1.0,1.0
18,-0.1654157350273568,-0.1644043133070547,-0.1352569765516482,-0.1205849562568702,-0.1202133849305578,-0.113142465348246,0.0076048794269094,0.007862210949302,0.0125963726751853,0.0770220038518774,0.0802731733451064,0.0881305910376959,-0.2181594872068069,-0.2216437511021149,-0.1714750782044502,0.4427728113104351,0.4163051934841663,0.2270670287391122,-0.0235256739166528,-0.0249942911427515,-0.0361179616029279,-0.1616601648795951,-0.1590100533703256,-0.1605877312558264,-0.1436462373457355,-0.1317808564328381,-0.0409203664113746,-0.1829245078753908,-0.1806543854293526,-0.153689152974618,0.0290452364816973,0.0254722794648426,0.0028886891868172,-0.0636578042021663,-0.0633266782291115,-0.0640668858448179,-0.2534270604541127,-0.2531195906418344,-0.2488323971847215,-0.1577240318386588,-0.1578735257702781,-0.1631762414671473,0.0,0.0,0.0
19,-0.1570318077794265,-0.1562224887180095,-0.1298104548476259,-0.1285197658732407,-0.1279778610487542,-0.119225202850387,-0.0882106238633459,-0.0880976690336387,-0.0842656954624385,-0.1434132718716698,-0.1429284692365598,-0.1348836578127364,-0.0260787272998862,-0.0193524270912636,0.0058527876393211,1.3033737056021328,1.2328184493451797,0.7146724176180074,0.4730210762245218,0.470674734143633,0.4506515551640089,-0.1762295333507754,-0.1728753967590922,-0.1739135818233174,-0.1555805084535277,-0.1546656108381444,-0.1395393128142092,-0.1661744104125327,-0.1640086386634287,-0.1391537952949031,-0.2139475696785067,-0.2127105687578253,-0.2119111206820664,-0.1624964722315407,-0.1621328685399591,-0.1597647469071473,-0.242130327148188,-0.2417776048100648,-0.2373936805207699,-0.2002365535548554,-0.2003657134315876,-0.2050574802434373,0.0,1.0,0.0
20,-0.1881798828424232,-0.1866733566976088,-0.1504074902255169,-0.0921573675698241,-0.0923956595290848,-0.0913898254095676,-0.0743610561757182,-0.0741986112471485,-0.0702479633935571,-0.1467348875060457,-0.146244625229685,-0.1376347609145138,-0.2006940462140986,-0.2031966257479498,-0.1550034799623382,-0.1328475318822036,-0.1298730835960857,-0.0995165806760601,-0.1451107505701939,-0.1463917037597004,-0.1556081266475417,-0.1708281473607449,-0.1677208922545845,-0.1688980288213077,-0.155299835454015,-0.1543409884449318,-0.1389704684052448,-0.1671233377831657,-0.1649350497706039,-0.1398948405498456,0.1368807074887592,0.1310676322790305,0.0976182039104821,-0.031913219832185,-0.0316322002795021,-0.0340135209749618,-0.2265250796114505,-0.2261103668700916,-0.221609070974319,-0.0639662572102889,-0.0642504521246971,-0.071604646615801,1.0,1.0,1.0
